GENE_ID	SYMBOL	ANNOTATION_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0267910	lncRNA:CR34335	CR34335	5607.71536373916	1.04760773756634	0.0206795542335216	50.6591063683647	0	0
FBgn0010265	RpS13	CG13389	665.768221147787	2.03656846671295	0.0605877124418083	33.6135560270406	1.06326002074113e-247	8.49448096570281e-245
FBgn0030777	CG9672	CG9672	656.472516988231	1.94947908959186	0.0588052521118872	33.1514451444344	5.39819330559285e-241	3.9532768974625e-238
FBgn0013672	mt:ATPase6	CG34073	1979.34896122808	0.95830446384771	0.0322839360077764	29.6836316246222	1.24908451174931e-193	8.44381129942531e-191
FBgn0035926	Acbp5	CG5804	1386.45958431414	0.987123692667834	0.0398849797398398	24.7492589718387	3.15776611503237e-135	1.85002990792697e-132
FBgn0037001	ND-39	CG6020	360.03912539117	1.87974539592937	0.0799229980084946	23.5194555105351	2.5794303566831e-122	1.41675212340819e-119
FBgn0261822	Bsg	CG31605	253.774205872304	2.12152797576825	0.101151888530652	20.9736862710711	1.14073827391755e-97	4.77371807199401e-95
FBgn0028737	eEF1beta	CG6341	244.665540707572	1.95684785869797	0.10136506748127	19.3049529519581	4.87997424418788e-83	1.86457450686622e-80
FBgn0260960	Baldspot	CG3971	212.420669802512	2.01977047490681	0.105727689410493	19.1035147572832	2.36048989447219e-81	8.64332716359232e-79
FBgn0000078	Amy-d	CG17876	631.703129821932	1.05179808424973	0.0554640738644249	18.9635923033841	3.41035693011593e-80	1.19880866807435e-77
FBgn0039471	CG6295	CG6295	584.157039965294	1.07492012871264	0.058484623787731	18.379533954327	1.91607725374088e-75	6.47634111764419e-73
FBgn0024733	RpL10	CG17521	650.981379108871	1.01263893638682	0.0553477771294777	18.2959278385815	8.9169947350096e-75	2.90231665671349e-72
FBgn0285950	RpL19	CG2746	576.979941404468	0.971185833213341	0.0572626630052639	16.9601932960062	1.61811273559115e-64	5.07856240013395e-62
FBgn0039359	RpL27	CG4759	546.719342252212	0.9817823644598	0.0580804366659434	16.9038392411999	4.21543883465878e-64	1.27742332686143e-61
FBgn0086472	RpS25	CG6684	686.10378930752	0.878688830316626	0.0527489704033823	16.6579332941878	2.65025310960185e-62	7.27825760224409e-60
FBgn0029785	RpL35	CG4111	547.010695266788	0.950003143248531	0.0589448126997494	16.1168235123185	1.94345410075737e-58	4.87973561070166e-56
FBgn0051266	CG31266	CG31266	172.660235605496	1.91178469128822	0.12218772254287	15.6462912271523	3.52153266553395e-55	8.36411596343576e-53
FBgn0085317	CG34288	CG34288	139.321356358477	2.01980028359499	0.135904766781223	14.8618796193251	5.82671609574722e-50	1.31295336024171e-47
FBgn0035666	Jon65Aii	CG6580	360.357075249493	1.08147676931897	0.0741923194414172	14.5766674699112	3.9535009496869e-48	8.47399179167036e-46
FBgn0030136	RpS28b	CG2998	466.605533178867	0.933368089815781	0.0641071009111345	14.5595117631293	5.08194546616628e-48	1.06333658944451e-45
FBgn0031801	CG9498	CG9498	128.061417547908	2.00025481634007	0.138580819709824	14.4338503735829	3.16885361862508e-47	6.32906490919937e-45
FBgn0003942	RpS27A	CG5271	392.799964702856	1.04257102435131	0.0723673636475744	14.4066464743497	4.69982680269614e-47	9.17823954268749e-45
FBgn0004867	RpS2	CG5920	368.054153099073	0.971144339006947	0.0715441729422116	13.5740522123496	5.7077234653339e-42	1.06722284709265e-39
FBgn0031228	ND-15	CG11455	100.111549445202	2.10669695376017	0.160366661696718	13.1367513139627	2.0274584555673e-39	3.56346098150509e-37
FBgn0052441	EMC10	CG32441	116.888066424084	1.93254314505784	0.152725594606586	12.653695341871	1.06733935083482e-36	1.83917219904636e-34
